repo_fullname,commits_count,commits_days_since_first,commits_days_since_last,commits_total_lines_added,commits_total_lines_removed,commits_avg_added,commits_avg_removed,commits_avg_files_changed,commits_avg_message_length,commits_avg_per_day_real,commits_max_per_day,contributors_count,contributors_top_avg_commits,contributors_top_avg_participation_week,contributors_top_avg_additions,contributors_top_avg_deletions,forks_count,forks_avg_per_day,forks_avg_max_per_day,issues_total_comments,issues_count,issues_open,issues_labels,issues_avg_labels,issues_avg_closing_time,issues_avg_comment_time,issues_avg_comments,issues_avg_comment_length,issues_avg_title_length,issues_avg_body_length,issues_avg_per_day,issues_avg_per_day_real,issues_max_per_day,repo_size,repo_topics,repo_branches,repo_age_days,repo_workflows,repo_languages,repo_milestones,repo_watchers,repo_deployments,repo_readme_length,repo_network_members,pulls_count,pulls_total_lines_added,pulls_total_lines_removed,pulls_avg_lines_added,pulls_avg_lines_removed,pulls_avg_closing_time,pulls_avg_comments,pulls_avg_review_comments,pulls_avg_Commits,pulls_avg_body_length,pulls_avg_title_length,pulls_avg_files_changed,pulls_avg_labels,pulls_avg_created_per_day,pulls_avg_created_per_day_real,pulls_max_created_per_day,releases_count,releases_tags,releases_total_downloads,releases_avg_body_length,releases_avg_title_length,releases_avg_assets,releases_avg_assets_downloads,releases_avg_assets_size,stars_count,stars_avg_per_day_real,stars_max_per_day,wf_count,wf_avg_duration,wf_avg_success_duration,wf_avg_failure_duration,wf_avg_successes_per_day,wf_avg_successes_per_day_real,wf_avg_fails_per_day
microsoft/Kuku,119,879,393,12715,5688,107,48,5,39,3,10,5,21,5,135,77,10,0,3,2,2,0,0,0,0,0,1,123,20,741,0,1,1,212,0,8,872,0,5,0,34,0,15470,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,329,13,0,0,0,34,1,8,0,0,0,0,0,0,0
featsuperior94/STC,,,,,,,,,,,,1,1,1,86897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34798,0,1,994,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,145,48,5,1,7,273246138,2,1,1,0,0,0,0,0,0,0
ctang003/e2560-ttuee,16,1391,1363,4708,132,294,8,1,19,8,12,11,1,1,313,8,5,0,3,5,6,2,0,0,0,0,0,24,5,19,0,3,5,144,0,50,1391,0,2,0,21,0,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,12,0,0,0,0,0,0,0
Azure-Samples/app-service-mobile-xamarin-android-quickstart,23,2259,2038,3447,393,150,17,4,31,2,5,2,8,4,111,14,3,0,1,8,6,1,3,0,0,0,1,207,31,381,0,1,2,35,0,1,2259,0,1,0,5,0,10833,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0
microsoft/PerthCSA,5,704,704,485,0,97,0,1,24,5,5,1,4,1,33,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,704,0,0,0,1,0,3277,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Azure-Samples/virtual-machines-go-manage,10,2036,1443,1290,1254,129,125,2,73,2,4,2,4,2,143,137,7,0,1,22,8,0,0,0,0,0,2,52,16,20,0,1,1,18,0,2,2036,0,0,0,5,0,699,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0
MicrosoftDocs/mixed-reality.ko-KR,304,1060,109,113624,47731,374,157,6,25,2,7,7,43,11,374,157,3,0,1,3,1,0,0,0,0,0,3,339,22,22,0,1,1,10880,0,4,1060,0,1,0,2,0,456,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure-Samples/network-python-manage-loadbalancer,17,2094,905,770,152,45,9,1,34,2,4,6,2,1,52,7,7,0,1,3,5,2,0,0,0,0,0,43,28,81,0,1,1,38,0,1,2094,0,1,0,3,0,4591,8,1,935,8,935,8,0,0,5,6,69,47,4,0,0,1,1,1,1,318,0,72,1,318,30905,3,1,1,0,0,0,0,0,0,0
ziurregor/UDABOL,180,546,515,222180,17249,1234,96,9,28,7,36,31,4,1,1516,137,24,0,8,3,9,1,0,0,0,0,0,6,11,14,0,1,1,30003,0,22,546,0,8,0,1,0,341,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
elizabethdancy/SYST17796_Summer2021_ICE1_ThursdaySection,12,285,279,2149,79,179,7,2,49,4,8,4,1,1,2,6,0,0,0,0,4,0,0,0,0,0,0,0,20,19,0,2,3,202,0,32,285,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Talend/tcommon-studio-se,12793,3754,2,26044479,6582658,2036,515,7,155,5,43,0,0,0,0,0,102,0,2,1396,5090,88,232,0,0,0,0,819,58,78,1,3,14,849652,0,486,2814,0,5,0,70,0,1515,102,87,113320,98998,1302,1137,0,0,0,5,576,63,10,0,0,1,7,0,0,0,0,0,0,0,0,70,1,1,0,0,0,0,0,0,0
oVirt/ovirt-node-iso,86,3678,2154,1118,435,13,5,1,166,2,20,5,13,6,15,5,3,0,1,1,1,0,0,0,0,0,1,204,9,0,0,1,1,138,0,9,3418,0,3,0,3,0,337,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
JamieDeRuyter/2017_GA_Seniors,,,,,,,,,,,,0,0,0,0,0,0,0,0,111,199,110,244,1,0,0,0,113,25,76,0,12,42,0,0,1,1654,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
REPOSITORIOW2/bootcamp-w2,18,254,247,11623,421,646,23,20,34,4,9,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,0,0,13,8,0,2,3,4344,0,13,255,0,1,0,10,0,389,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,0,0,0,0,0,0,0
Azure/db2-on-azure,86,1223,1218,28205,58,328,1,2,13,43,83,3,28,1,327,0,5,0,1,8,2,0,0,0,0,0,4,261,51,1171,0,1,1,6366,0,1,1223,0,1,0,4,0,1700,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
PredixDev/ref-list-picker,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,2348,0,3,0,0,0,2667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microsoftgraph/msgraph-training-ios-objectivec.zh-CN,11,889,34,5899,1250,536,114,13,22,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2491,0,4,889,0,0,0,1,0,4447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
mathman93/RoombaCI-Clemson,1591,2214,6,3987722,1395849,2506,877,2,31,8,55,0,0,0,0,0,6,0,1,1,13,0,0,0,0,0,0,147,17,29,0,1,2,33816,0,1,2214,0,3,0,11,0,609,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,0,0,0,0,0,0,0
ascuet/seisdl_git,46,568,567,944,1,21,0,1,33,23,43,13,2,1,14,0,0,0,0,1,33,5,0,0,0,0,0,50,6,0,0,5,17,41,0,34,569,0,2,0,2,0,0,0,5,183,1624,36,324,0,0,0,4,0,12,23,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
spacetelescope/stis-archive-inspector,96,1016,121,8454,7219,88,75,2,34,4,15,1,89,17,88,76,0,0,0,5,12,3,5,0,0,0,0,78,42,183,0,1,4,325,0,7,1016,0,1,0,0,0,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,104,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure/cyclecloud-hpcpack,65,1321,59,35202,24947,542,384,10,60,1,5,0,0,0,0,0,5,0,1,8,10,3,0,0,0,0,0,178,36,239,0,1,1,24367,0,3,1321,0,4,0,3,0,7170,6,1,3,3,3,3,0,1,0,1,151,33,1,0,0,1,1,2,2,55,53,5,1,18,1135356,3,1,1,0,0,0,0,0,0,0
osmlab/birthday-sprint,134,3569,3111,8477,7198,63,54,3,32,6,26,7,12,2,82,20,6,0,2,0,10,0,0,0,0,0,0,0,21,36,0,2,6,671,0,2,3145,0,2,0,2,0,374,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
githubschool/animated-invention,256,1757,1756,1632,183,6,1,1,40,128,249,51,3,1,5,0,10,0,5,292,175,9,0,0,0,0,1,197,29,50,0,58,162,92,0,26,1757,0,0,0,5,0,1854,10,5,47,0,9,0,0,0,0,2,45,31,1,0,0,1,3,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0
MicrosoftDocs/visualstudio-docs.ru-ru,5630,1948,0,9561186,7197301,1698,1278,40,46,5,74,0,0,0,0,0,41,0,2,152,120,14,121,1,0,0,1,389,38,344,0,1,6,196496,0,9,1717,0,1,0,11,0,2833,42,8,16,14,2,1,0,0,0,1,450,43,1,0,0,1,4,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0
ProfPaulB/2020S_ex1_050,6,654,650,2245,200,374,33,3,27,2,3,2,3,1,374,33,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,32,654,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
MicrosoftDocs/OfficeDocs-Exchange-Test-pr.pt-br,142,1414,821,623520,158082,4391,1113,58,57,4,12,15,6,2,2181,496,13,0,2,60,31,0,0,0,0,0,1,12734,26,7,0,1,4,16546,0,5,1414,0,1,0,2,0,373,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure/iot-security-module-core,4,663,663,72,0,18,0,1,26,4,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,2,663,0,0,0,2,0,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure/MediaEntertainment,87,660,459,2088,1440,24,17,3,21,7,13,0,0,0,0,0,2,0,1,1,5,0,0,0,0,0,0,26,18,32,0,1,1,13325,0,3,660,0,0,0,6,45,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0
Vizzuality/connect,2263,4306,3537,143052,126210,63,56,3,43,7,84,46,42,3,66,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5476,0,6,3537,0,2,0,1,0,3644,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure-Samples/virtual-machines-python-scheduled-events-central-logging,20,1856,910,461,185,23,9,2,47,2,8,3,2,1,14,11,3,0,1,9,9,1,5,0,0,0,1,260,22,771,0,2,6,18,0,1,1885,0,1,0,5,0,3641,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,330,0,42,1,110,5989,5,1,1,0,0,0,0,0,0,0
dzmitryrak/aqa_2,157,967,325,323,124,2,1,2,34,16,61,24,2,1,1,0,0,0,0,0,38,15,0,0,0,0,0,0,20,0,0,4,17,73,0,36,967,0,0,0,0,0,13,0,15,75,330,5,22,0,0,0,1,0,22,17,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grimm-Source/Grimm,256,939,285,38263,6425,149,25,4,42,2,20,5,24,9,200,65,17,0,2,3,69,2,0,0,0,0,0,26,28,13,0,1,6,23669,0,9,959,2,5,0,12,3,83,17,1,3858,10052,3858,10052,0,0,0,86,21,21,279,0,0,1,1,1,1,0,24,20,0,0,0,12,1,2,4,0.0255844907407407,0.0209346064814815,0.00464988425925926,0,2,0
mapsme/travelguide,636,3141,1892,2486204,31221,3909,49,7,42,7,62,11,44,5,5009,61,25,0,1,28,12,6,0,0,0,0,2,340,27,278,0,1,3,40522,0,1,2288,0,11,0,48,0,3556,25,1,932607,277228,932607,277228,0,0,0,2,0,25,10639,0,0,1,1,0,0,0,0,0,0,0,0,48,1,2,0,0,0,0,0,0,0
Azure/sg-aks-workshop,215,885,666,82238,63500,383,295,5,34,3,18,11,15,3,364,272,168,0,5,16,27,8,0,0,0,0,0,234,37,327,0,1,5,106812,5,3,885,0,7,0,177,0,6124,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,1,5,0,0,0,0,0,0,0
microsoft/MixedReality-WebRTC,1326,1021,45,341455,143790,258,108,7,145,4,23,25,50,6,174,108,221,0,4,2604,857,276,616,0,0,0,3,794,47,1498,0,1,11,31430,13,14,1021,1,9,0,721,148,17345,225,3,678,63,226,21,0,2,0,7,10,24,8,0,0,1,1,10,10,3553,2322,26,1,355,64268870,721,1,24,2,0.000358796296296296,0.000358796296296296,0,0,1,0
microsoftgraph/msgraph-training-rubyrailsapp.es-ES,18,1100,34,12756,2353,709,131,16,23,1,2,0,0,0,0,0,1,0,1,7,7,0,14,2,0,0,1,17,56,6507,0,3,6,1236,0,4,1100,0,0,0,1,0,1704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
rtCamp/rtpanel-child-theme,103,3800,2514,225271,51663,2187,502,22,38,2,9,8,10,4,2665,1336,11,0,2,12,8,2,0,0,0,0,1,155,35,179,0,1,2,7874,0,1,3800,0,4,0,18,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,4,0,0,0,0,0,0,0
microsoft/health-architectures,674,735,14,488666,134164,725,199,6,45,5,41,0,0,0,0,0,73,0,3,72,87,6,14,0,0,0,0,151,38,438,0,1,9,168994,0,4,735,3,10,0,174,421,4861,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,119,23,0,0,0,174,1,5,4,0.0243258101851852,0.0177546296296296,0.00657118055555556,0,3,0
MicrosoftDocs/azure-gaming-docs,366,1210,188,31941,6267,87,17,3,33,5,27,11,28,3,67,20,17,0,1,10,17,9,0,0,0,0,0,209,32,830,0,1,1,10484,0,2,1073,0,1,0,5,0,373,17,2,1140,2,570,1,0,0,0,2,121,45,13,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0
MicrosoftDocs/azure-pipelines-canary-k8s,6,955,955,890,0,148,0,2,20,6,6,3,2,1,148,0,71,0,4,0,2,0,0,0,0,0,0,0,35,17,0,1,1,14,0,1,955,0,2,0,9,0,2100,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0
cs428TAs/cs428_w2016,4,2257,2245,91933,91932,22983,22983,151,34,2,2,2,2,1,22983,22983,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2257,0,0,0,8,0,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0
epam/Indigo,4293,4144,16,6970611,4282076,1624,997,7,67,3,41,37,87,19,2136,1005,74,0,2,647,683,239,838,1,0,0,0,298,52,705,0,1,12,174686,15,54,2459,6,22,2,186,0,4115,74,8,2285225,8514,285653,1064,0,0,0,23,153,39,80,0,0,1,2,4,4,0,1943,12,0,0,0,186,1,3,40,1.03230873842593,0.24826244212963,0.784046296296296,0,3,0
Azure-Samples/iot-hub-c-intel-nuc-gateway-customized-module,7,1801,1659,420,43,60,6,1,17,2,4,4,1,1,60,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1801,0,2,0,2,0,2069,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure-Samples/durablefunctions-apiscraping-nodejs,31,1275,87,5425,2381,175,77,3,33,2,9,5,5,2,193,85,11,0,1,9,20,2,9,0,0,0,0,59,40,3083,0,1,3,119,5,2,1275,0,2,0,31,0,3961,11,1,6,6,6,6,0,0,0,1,3888,66,1,1,0,1,1,7,7,448,0,70,1,64,25740,31,1,2,0,0,0,0,0,0,0
ClausPolanka/wordcount,28,1213,67,418,205,15,7,2,38,2,6,3,6,2,7,8,6,0,1,0,2529,7,0,0,0,0,0,0,45,2,2,15,101,2480,0,1057,1213,0,1,0,2,0,5071,6,7,668,200,95,28,0,0,0,1,0,46,6,0,0,1,7,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
MicrosoftDocs/Dynamics-365-Operations.tr-tr,1073,1842,0,1914178,1312319,1784,1223,48,35,2,18,0,0,0,0,0,4,0,2,26,23,0,0,0,0,0,1,40345,35,76,0,1,2,114520,0,8,1842,0,1,0,4,0,379,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
Azure-Samples/djangoapp,77,1197,260,1473,466,19,6,2,48,3,11,9,7,2,19,6,402,0,9,34,38,12,3,0,0,0,0,344,33,1108,0,1,3,53,0,3,1197,1,6,0,33,0,2069,428,6,34722,395,5787,65,0,0,0,74,989,15,1355,0,0,1,1,0,0,0,0,0,0,0,0,33,1,1,2,0.00138888888888889,0,0.00138888888888889,0,0,0
Azure/awesome-terraform,17,1466,1227,24296,25,1429,1,5,34,2,3,5,3,1,1584,1,239,0,4,3,4,0,0,0,0,0,0,721,69,55,0,1,1,715,0,2,1466,0,4,0,120,0,2203,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1,4,0,0,0,0,0,0,0
microsoftgraph/msgraph-training-pythondjangoapp.pt-BR,22,1100,33,3425,1821,156,83,6,23,1,2,0,0,0,0,0,1,0,1,4,9,5,9,1,0,0,0,17,54,7691,0,2,5,686,0,9,1100,0,0,0,1,0,1589,1,5,5,5,1,1,0,0,0,1,7901,54,1,1,0,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
mehedi-iitdu/graduate-verification,1007,1627,1606,4479646,4123749,4449,4095,14,38,46,151,24,15,1,3228,5526,7,0,1,7,164,1,1,0,0,0,0,61,21,5,0,8,29,123255,0,32,1627,0,3,0,6,0,3524,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0
Azure/aks-best-practices,8,768,766,6856,26,857,3,7,33,4,6,2,2,1,31,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,768,0,1,0,11,0,3277,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,148,0,25,1,148,4510,11,1,2,0,0,0,0,0,0,0
salesforce/design-system-react,7576,2398,1,7629959,5478996,1007,723,12,69,7,50,100,50,8,351,282,344,0,3,5404,3021,130,3215,1,0,0,1,315,42,2336,1,2,23,196247,10,36,2400,0,5,3,794,3924,9541,357,19,30922,78100,1627,4110,0,1,0,1,5096,44,2,1,0,1,5,177,177,0,489,13,0,0,0,794,1,8,0,0,0,0,0,0,0
microsoft/msix-packaging,1039,1639,20,8386705,3581820,8072,3447,15,158,3,29,26,31,9,4991,3852,123,0,8,511,503,55,202,0,0,0,1,358,42,520,0,1,8,286896,2,22,1471,0,29,2,820,0,26453,129,4,31409,1295,7852,323,0,0,0,20,236,48,127,0,0,1,1,2,2,44305,5390,19,4,5538,1492209,820,1,86,0,0,0,0,0,0,0
Azure-Samples/functions-python-tensorflow-tutorial,40,980,869,1247,271,31,7,2,32,4,8,3,12,2,49,23,16,0,2,6,8,1,7,0,0,0,0,17,39,15130,0,1,1,10282,0,2,965,0,2,0,13,0,1297,16,1,1,1,1,1,0,0,0,1,16866,42,1,1,0,1,1,3,3,357,0,69,1,119,12611089,13,1,1,0,0,0,0,0,0,0
johnspaulka/webpage,95,290,228,1048,9,11,0,4,39,32,93,23,2,1,2,0,1,0,1,0,99,12,0,0,0,0,0,0,17,4,0,16,30,85,0,38,563,0,1,0,0,0,10,1,1,2,0,2,0,0,0,0,2,0,18,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure/azure-pixel-tracker-java,69,1730,1633,8567,2070,124,30,7,43,6,31,1,67,5,90,31,1,0,1,0,1,1,0,0,0,0,0,0,201,2386,0,1,1,429,0,1,1652,0,1,0,1,0,3150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
MicrosoftDocs/IIS.Administration-docs,75,1997,64,10885,1400,145,19,4,42,2,5,9,7,3,193,61,44,0,1,118,39,11,2,0,0,0,3,1067,28,121,0,1,3,536,0,8,1997,0,1,0,12,0,375,47,9,35,35,3,3,0,0,0,1,57,27,1,0,0,1,1,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0
microsoft/p-profiler,26,654,507,4434,85,171,3,2,26,13,16,2,11,1,188,5,3,0,1,1,11,9,8,0,0,0,0,17,32,3394,0,1,2,566,0,8,654,2,1,0,2,0,2519,3,9,47,30,5,3,0,0,0,1,3571,34,1,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,2,0.00547453703703704,0.00274884259259259,0.00272569444444444,0,3,0
spacetelescope/imexam,464,2899,59,209823,279256,452,602,7,59,2,34,15,27,7,238,386,38,0,3,782,246,68,65,0,0,0,3,443,39,722,0,1,6,43998,6,6,2899,1,3,1,60,0,8738,40,8,144,83,18,10,0,1,0,1,330,45,2,0,0,1,1,5,5,0,758,7,0,0,0,60,1,2,2,0.0206828703703704,0.0150810185185185,0.00560185185185185,0,3,0
Azure-Samples/app-service-dotnet-manage-functions,26,1795,417,55688,19945,2142,767,7,25,1,3,11,2,1,2141,767,1,0,1,0,1,1,1,1,0,0,0,0,75,2166,0,1,1,28195,0,2,1795,0,7,0,2,0,1601,1,1,1,1,1,1,0,0,0,1,2166,75,1,1,0,1,1,3,3,350,0,45,1,116,28313302,2,1,1,0,0,0,0,0,0,0
TheGameHackathon/team3,28,1215,255,2449,337,87,12,6,49,9,25,5,3,1,91,9,5,0,1,0,18,0,0,0,0,0,0,0,20,1,0,18,18,76,0,4,1210,0,4,0,1,0,204,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Vendivar/IslandTrollTribes2,1241,2618,1503,464146,235605,374,190,10,67,4,37,19,60,9,458,254,9,0,2,399,378,38,581,1,0,0,1,166,46,88,0,3,37,387673,0,3,2618,0,4,0,14,0,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,0,0,0,0,0
microsoftgraph/msgraph-training-nodeexpressapp.de-DE,24,1100,34,5031,2465,210,103,6,23,1,2,2,11,8,218,107,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,0,4,1100,0,0,0,1,0,2712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
microsoft/configmgr-hub,233,1121,1,12575,814,54,3,1,85,3,13,0,0,0,0,0,19,0,3,106,204,46,0,0,0,0,0,291,104,68,0,1,10,1304,0,112,1121,1,1,0,49,0,4780,20,46,43325,7,941,0,0,0,0,1,77,119,1,0,0,1,4,0,0,0,0,0,0,0,0,49,1,2,10,0.0658252314814815,0.0658090277777778,1.62037037037037E-05,0,2,0
YACS-RCOS/yacs,2143,2368,727,519796,363502,243,170,5,51,4,50,39,38,7,253,245,59,0,3,810,578,138,827,1,0,0,1,207,40,1135,0,1,12,20751,17,47,2368,0,10,2,69,36,15648,59,33,2058,501,62,15,0,0,0,3,6801,46,3,1,0,1,6,15,15,0,189,9,0,0,0,69,1,3,0,0,0,0,0,0,0
merinprb/ProjectClass,47,198,168,825,205,18,4,15,36,8,26,0,0,0,0,0,1,0,1,0,39,16,0,0,0,0,0,0,14,1,0,5,26,26427,0,41,198,0,1,0,0,0,0,1,16,265,64,16,4,0,0,0,2,1,13,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microsoft/SharePointDSC-Web,22,1215,1211,4184,67,190,3,2,37,6,14,3,4,1,163,3,7,0,1,0,8,0,0,0,0,0,0,0,21,0,0,4,6,66,0,1,1215,0,4,0,4,0,916,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
Azure/SQL-Connectivity-Checker,251,786,15,23721,6190,95,25,3,52,4,16,5,36,8,70,21,17,0,1,9,66,1,0,0,0,0,0,232,20,87,0,1,4,744,0,1,786,0,2,0,26,0,12308,17,1,277,63,277,63,0,1,0,2,0,40,14,0,0,1,1,0,0,0,0,0,0,0,0,26,1,3,0,0,0,0,0,0,0
Azure/autorest.azureresourceschema,103,1670,274,933271,708376,9061,6877,30,57,2,7,8,10,5,8451,5799,10,0,1,91,75,7,7,0,0,0,1,900,40,380,0,1,4,2195,0,10,1670,0,3,0,6,0,2477,11,1,1,1,1,1,0,1,0,1,11,49,1,0,0,1,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0
spacetelescope/regression-testing-tool,19,1605,675,2721,275,143,14,2,50,2,4,1,6,5,6,1,4,0,1,1,8,3,0,0,0,0,0,14,32,205,0,1,2,39,0,1,1605,0,1,0,0,0,4146,4,1,6,117,6,117,0,0,0,1,188,38,1,0,0,1,1,1,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Codaisseur/Collaborate,109,1451,1311,21190,653,194,6,3,35,22,82,29,1,1,65,16,4,0,3,6,35,22,0,0,0,0,0,189,28,119,0,7,12,95,0,18,1451,0,2,0,0,0,0,4,11,438,9,39,0,0,0,0,1,21,17,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voteamerica/voteamerica.github.io,984,2048,1060,197378,54985,201,56,3,66,5,38,45,16,2,133,40,55,0,6,918,433,23,173,0,0,0,2,258,44,411,0,2,14,5952,0,5,2048,0,4,3,37,259,2840,55,3,1843,156,614,52,0,2,3,3,267,57,10,0,0,1,1,0,0,0,0,0,0,0,0,37,1,3,0,0,0,0,0,0,0
ArsenDadunts/CS50_Goris,239,851,636,27983,3642,117,15,8,26,5,55,26,7,2,60,20,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14186,0,1,835,0,2,0,0,0,1871,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
