repo_fullname,commits_count,commits_days_since_first,commits_days_since_last,commits_total_lines_added,commits_total_lines_removed,commits_avg_added,commits_avg_removed,commits_avg_files_changed,commits_avg_message_length,commits_avg_per_day_real,commits_max_per_day,contributors_count,contributors_top_avg_commits,contributors_top_avg_participation_week,contributors_top_avg_additions,contributors_top_avg_deletions,forks_count,forks_avg_per_day,forks_avg_max_per_day,issues_total_comments,issues_count,issues_open,issues_labels,issues_avg_labels,issues_avg_closing_time,issues_avg_comment_time,issues_avg_comments,issues_avg_comment_length,issues_avg_title_length,issues_avg_body_length,issues_avg_per_day,issues_avg_per_day_real,issues_max_per_day,repo_size,repo_topics,repo_branches,repo_age_days,repo_workflows,repo_languages,repo_milestones,repo_watchers,repo_deployments,repo_readme_length,repo_network_members,pulls_count,pulls_total_lines_added,pulls_total_lines_removed,pulls_avg_lines_added,pulls_avg_lines_removed,pulls_avg_closing_time,pulls_avg_comments,pulls_avg_review_comments,pulls_avg_Commits,pulls_avg_body_length,pulls_avg_title_length,pulls_avg_files_changed,pulls_avg_labels,pulls_avg_created_per_day,pulls_avg_created_per_day_real,pulls_max_created_per_day,releases_count,releases_tags,releases_total_downloads,releases_avg_body_length,releases_avg_title_length,releases_avg_assets,releases_avg_assets_downloads,releases_avg_assets_size,stars_count,stars_avg_per_day_real,stars_max_per_day,wf_count,wf_avg_duration,wf_avg_success_duration,wf_avg_failure_duration,wf_avg_successes_per_day,wf_avg_successes_per_day_real,wf_avg_fails_per_day
Azure-Samples/cosmosdb-java-create-documentdb-and-configure-for-high-availability,22,1759,920,4108,595,187,27,2,17,1,3,10,2,2,193,33,2,0,1,0,1,1,0,0,0,0,0,0,39,330,0,1,1,50,0,1,1759,0,1,0,0,0,1591,2,1,1,1,1,1,0,0,0,1,330,39,1,0,0,1,1,3,3,297,0,62,1,99,30594,0,0,0,0,0,0,0,0,0,0
sully117/SVNT-TAP,254,942,896,629300,12746,2478,50,7,26,42,241,50,4,1,690,112,4,0,1,2,18,11,13,0,0,0,0,18,79,3858,0,1,4,106799,0,17,959,0,8,0,0,0,0,4,11,104,97,9,8,0,0,0,1,5536,103,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microsoft/vscode-jvm-tools,34,693,11,4494,294,132,9,5,109,2,8,0,0,0,0,0,5,0,2,0,10,1,6,0,0,0,0,0,34,3030,0,1,2,295,0,1,693,0,3,0,9,0,1791,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,0,0,0,0,0,0,0
OfficeDev/open-xml-docs,386,1733,0,128624,20473,333,53,8,54,6,59,0,0,0,0,0,44,0,3,235,133,6,9,0,0,0,1,10335,30,129,0,1,10,3317,0,4,1733,0,1,0,44,0,1041,44,1,12,16,12,16,0,6,0,7,0,54,4,0,0,1,1,0,0,0,0,0,0,0,0,44,1,1,0,0,0,0,0,0,0
microsoft/USBroadbandUsagePercentages,22,723,70,75632,36043,3438,1638,1,32,3,10,2,2,1,26,9,24,0,1,3,7,6,0,0,0,0,0,160,32,467,0,1,2,6070,0,1,723,0,0,0,89,0,10342,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,11,0,0,0,0,0,0,0
g0v/moedict-webkit,1503,3354,502,2452733,1536198,1632,1022,5,43,4,26,26,52,8,1725,1037,92,0,2,528,307,110,149,0,0,0,1,171,23,658,0,1,5,168575,4,35,3354,0,15,0,517,0,17125,94,14,149,118,10,8,0,0,0,1,5237,34,1,1,0,1,2,0,0,0,0,0,0,0,0,517,1,14,0,0,0,0,0,0,0
gatsbyjs/peril-gatsbyjs,218,1504,917,16364,3888,75,18,2,82,4,15,0,0,0,0,0,19,0,2,149,105,16,65,0,0,0,1,258,39,656,0,1,5,1064,0,15,1401,0,2,0,13,0,3884,19,11,374,196,34,17,0,0,0,1,3466,44,1,0,0,1,5,0,0,0,0,0,0,0,0,13,1,2,0,0,0,0,0,0,0
MicrosoftDocs/E2E_ServiceAccount_V3_Prod,3,1114,1111,562,3,187,1,5,90,2,2,1,3,2,187,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,1114,0,1,0,2,0,373,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
MicrosoftDocs/DocsLegal-pr.fr-CA,32,1304,124,1392,385,44,12,2,33,1,3,8,3,2,52,11,2,0,1,25,16,0,0,0,0,0,1,1797,18,4,0,1,2,87,0,4,1304,0,1,0,2,0,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
jet/kafunk,610,2277,505,104837,67138,172,110,5,44,3,25,12,31,6,154,99,50,0,4,144,223,23,23,0,0,0,0,251,33,377,0,1,15,27538,0,10,2277,0,4,2,161,62,6178,53,3,450,97,150,32,0,0,2,2,9439,38,8,0,0,1,2,33,33,0,141,13,0,0,0,161,1,14,0,0,0,0,0,0,0
Azure/AzureNotificationHubs,4,708,708,85,0,21,0,1,26,4,4,0,0,0,0,0,2,0,1,48,13,8,0,0,0,0,3,798,82,934,0,1,3,3,0,1,708,0,0,0,2,0,934,2,3,20,2,6,0,0,0,0,1,48,15,1,0,0,1,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
MicrosoftDocs/azure-docs-sdk-node.it-IT,309,1695,976,5682140,2713705,18389,8782,77,26,3,71,8,38,11,18388,8782,2,0,1,1,1,0,0,0,0,0,1,803,14,0,0,1,1,34496,0,4,1695,0,1,0,2,0,1128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure-Samples/usql-cognitive-imaging-object-tagging-hello-world,20,1658,1415,733,210,37,11,1,15,5,10,2,3,1,76,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1658,0,0,0,1,0,1016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
MicrosoftDocs/learn-certs-pr.ja-jp,243,886,138,224002,69737,922,287,36,41,2,7,4,34,15,833,274,3,0,1,219,177,0,0,0,0,0,1,6695,19,0,0,1,4,10887,0,4,887,0,1,0,2,0,373,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
wanghan79/Operation-System-Course-2018-of-NENU,340,1489,1031,470,87,1,0,2,21,11,65,0,0,0,0,0,16,0,3,0,3,0,0,0,0,0,0,0,16,0,0,3,3,82311,0,6,1489,0,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0
Azure-Samples/storage-queue-cpp-getting-started,11,2158,2045,2707,974,246,89,5,29,2,4,1,4,2,13,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1,2158,0,3,0,2,0,4746,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
MicrosoftDocs/OfficeDocs-O365SecComp-pr.it-IT,641,1342,281,174031,170130,271,265,11,25,2,8,0,0,0,0,0,2,0,1,2,2,2,0,0,0,0,1,1562,123,29,0,2,2,97587,0,6,1342,0,1,0,2,0,858,2,2,11,8,5,4,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
google/earthenterprise,1778,1846,282,8396667,14453265,4723,8129,22,118,3,24,78,16,7,1448,2599,853,0,59,3707,1979,247,1363,0,0,0,1,380,44,421,1,2,18,368042,14,26,1847,0,17,2,2464,553,2862,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,11264,74,34,1,148,1117674781,2464,2,273,0,0,0,0,0,0,0
thiagopicharski/ta-training,20,749,734,3028,92,151,5,5,18,3,8,0,0,0,0,0,7,0,4,0,3,1,1,0,0,0,0,0,35,2135,0,1,2,41580,0,81,749,0,1,0,0,0,1314,7,1,1,1,1,1,0,0,0,1,6244,68,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure/fta-manageddisks,51,1614,753,5752,2227,113,44,2,43,2,7,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,2,1614,0,1,0,9,0,3162,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0
Azure/WinGuestAnalyzer,3,1122,1122,365,0,122,0,1,14,3,3,2,1,1,121,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1122,0,0,0,1,0,930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
MicrosoftDocs/mslearn-live-migrating-to-the-cloud,42,900,404,225392,1311,5366,31,10,52,3,12,5,7,2,5910,35,25,0,4,1,5,2,1,0,0,0,0,213,38,610,0,1,2,60946,0,2,900,0,5,0,9,0,3331,25,2,227,54,113,27,0,0,0,2,616,52,3,0,0,1,1,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0
MicrosoftDocs/Console-Docs,351,19093,102,43137,32108,123,91,10,66,3,16,39,6,2,104,51,71,0,2,462,232,25,47,0,0,0,1,4310,39,460,0,1,6,1380,0,9,2069,0,1,0,175,0,2481,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,1,3,0,0,0,0,0,0,0
rsanchez-wsu/jfiles,602,2049,1819,294366,61426,489,102,7,115,5,52,25,18,4,317,121,9,0,1,759,384,80,115,0,0,0,1,243,37,448,0,4,18,13476,0,22,2049,0,2,20,19,0,540,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,4,0,0,0,0,0,0,0
Azure/hbase-utils,104,2062,857,6965,1197,67,12,1,78,2,8,0,0,0,0,0,9,0,1,6,18,2,2,0,0,0,0,118,35,74,0,1,2,91,0,8,2069,0,3,0,14,0,284,11,1,3,3,3,3,0,2,0,1,103,54,3,0,0,1,1,0,0,0,0,0,0,0,0,14,1,1,0,0,0,0,0,0,0
Azure-Samples/aci-tutorial-sidecar,9,1522,1522,544,343,60,38,1,14,9,9,3,3,1,60,38,4,0,1,0,1,1,0,0,0,0,0,0,12,48,0,1,1,8,0,1,1522,0,1,0,0,0,635,4,1,7,1,7,1,0,0,0,1,48,12,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure/azure-functions-python-library,122,1403,5,27692,1767,227,14,4,106,1,4,19,4,3,217,14,37,0,2,165,113,12,14,0,0,0,1,446,40,599,0,1,4,571,5,18,1403,1,2,2,78,0,4996,38,4,1277,370,319,92,0,1,2,5,286,47,10,0,0,1,2,22,22,0,228,12,0,0,0,78,1,2,8,0.031335358796296,0.022630208333333,0.008705150462963,0,3,0
Azure-Samples/ruby-docs-hello-world,28,1731,212,4164,1755,149,63,18,35,2,7,5,3,1,221,143,58,0,1,29,38,11,23,0,0,0,0,92,27,4922,0,1,3,61,0,3,1731,0,4,0,5,0,648,60,7,119,114,17,16,0,0,0,1,3499,23,1,0,0,1,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0
OSLL/git_training_scholars20,2,695,677,6,1,3,1,1,25,1,1,2,1,1,3,0,5,0,3,0,19,16,0,0,0,0,0,0,16,89,0,3,6,420,0,90,695,0,0,0,0,0,72,5,16,113,12,7,0,0,0,0,1,8,16,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speedy4all/pentastagiu-react-2019-2020,15,865,802,54103,2387,3607,159,5,39,3,8,2,5,2,2745,125,4,0,1,31,97,47,18,0,0,0,0,80,21,814,0,1,18,12692,0,86,865,0,3,0,7,0,2884,4,47,416356,6520,8858,138,0,0,0,3,1200,21,21,0,0,1,6,0,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0
microsoft/microsoft-iot-central-firmware,54,1609,1434,24930,23199,462,430,9,52,3,7,5,7,2,144,592,13,0,2,12,12,1,0,0,0,0,1,127,42,425,0,1,1,16289,0,2,1609,0,0,0,17,0,131,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1681,301,63,1,240,971650,17,1,2,0,0,0,0,0,0,0
campus2017/campus2017,60,1979,1742,39373,27318,656,455,22,23,2,8,0,0,0,0,0,85,0,7,7,53,11,0,0,0,0,0,21,13,8,0,1,4,575699,0,187,1979,0,2,0,19,0,55,88,11,26149,7612,2377,692,0,0,0,3,22,16,46,0,0,1,3,0,0,0,0,0,0,0,0,19,1,3,0,0,0,0,0,0,0
Azure-Samples/iot-edge-proficy-historian,14,1858,1746,1303,97,93,7,3,48,2,5,2,1,1,92,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,1,1858,0,1,0,9,0,4162,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0
Azure/azure-arc-kubernetes-examples,7,816,816,498,46,71,7,1,21,7,7,2,3,1,24,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,816,0,0,0,11,0,1520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0
microsoft/mgl,10,720,711,34758,867,3476,87,7,24,2,5,2,5,1,3475,86,4,0,1,0,2,2,0,0,0,0,0,0,24,12,0,1,1,518,0,2,720,0,3,0,3,0,948,4,2,403,22,201,11,0,0,0,6,12,24,3,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
NikitaNesterenko/JM-SYSTEM-MESSAGE,1509,927,657,932544,290275,618,192,14,79,7,28,50,17,4,210,110,9,0,1,12,371,51,1,0,0,0,0,65,27,74,0,2,9,11787,0,276,927,0,4,0,5,0,19,9,51,26742,20181,524,395,0,0,0,6,83,26,20,0,0,1,3,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0
MicrosoftDocs/archive-template,8,950,123,567,45,71,6,2,43,3,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,950,0,1,0,2,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Vizzuality/maas,446,3607,3504,255826,193167,574,433,24,25,10,41,4,98,5,583,488,0,0,0,10,4,2,3,0,0,0,2,259,50,292,0,1,1,34707,0,1,3582,0,2,0,1,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Azure-Samples/active-directory-xamarin-native-v2,228,2209,5,224160,138237,983,606,6,66,2,9,19,8,5,1230,870,65,0,2,475,191,11,95,0,0,0,2,346,40,359,0,1,4,1976,4,26,2209,0,3,0,125,0,5902,68,2,30098,14830,15049,7415,0,0,10,7,46,33,11,0,0,1,1,1,1,0,0,17,0,0,0,125,1,2,0,0,0,0,0,0,0
MicrosoftDocs/OfficeDocs-AlchemyInsights-pr.nl-NL,1301,1181,1,280966,175795,216,135,20,26,2,84,0,0,0,0,0,2,0,1,2,2,2,0,0,0,0,1,1573,123,29,0,2,2,46479,0,6,1181,0,1,0,2,0,444,2,2,5,5,2,2,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
MicrosoftDocs/OfficeDocs-MicrosoftSearch-pr.pt-BR,372,1178,1,35830,27954,96,75,4,25,1,5,0,0,0,0,0,2,0,1,2,2,2,0,0,0,0,1,1571,123,29,0,2,2,12561,0,6,1178,0,1,0,2,0,2281,2,2,11,8,5,4,0,1,0,1,29,123,1,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
microsoft/UDE,3,2011,2008,4662,2,1554,1,8,21,2,2,1,3,2,1554,0,29,0,2,2,3,3,0,0,0,0,0,313,26,107,0,1,1,30,0,1,2011,0,3,0,38,0,0,30,1,1,1,1,1,0,0,0,1,32,34,1,0,0,1,1,0,0,0,0,0,0,0,0,38,1,2,0,0,0,0,0,0,0
Azure-Samples/batch-adf-pipeline-tutorial,8,823,417,671,12,84,2,1,28,3,5,2,3,1,45,1,42,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,823,0,1,0,3,0,3277,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,115,0,25,1,115,5609,3,1,1,0,0,0,0,0,0,0
githubteacher/everyone-april-2016,293,2193,2154,1620,277,6,1,1,63,59,278,59,2,1,3,0,6,0,3,225,203,53,91,0,0,0,1,34,31,86,0,29,195,624,0,71,2193,0,1,0,5,0,332,6,14,975,50,69,3,0,0,0,42,38,28,10,0,0,1,14,2,2,0,23,11,0,0,0,5,5,5,0,0,0,0,0,0,0
MicrosoftDocs/mslearn-publish-manage-apis-with-azure-api-management,6,1095,892,1174,1,196,0,3,14,2,4,3,2,1,195,0,38,0,2,1,2,2,0,0,0,0,0,504,32,490,0,1,1,19,0,1,1095,0,2,0,21,0,2082,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,2,0,0,0,0,0,0,0
rafaelguillermo/SanMateoProgramacionJava2020-2,183,573,494,15813,6447,86,35,2,37,5,36,11,2,1,89,5,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,1,573,0,1,0,0,0,398,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MicrosoftDocs/mslearn-python-django,4,730,728,70960,4,17740,1,33,17,2,2,1,4,2,17740,1,184,0,14,1,1,0,0,0,0,0,1,199,30,63,0,1,1,1218,0,1,725,0,4,0,4,0,935,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
Azure-Samples/microprofile-docker-helloworld,10,1344,1320,530,176,53,18,2,24,3,8,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,1344,0,2,0,1,0,1121,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
MicrosoftDocs/azure-docs-cli,6572,2058,0,11313887,8512108,1722,1295,26,74,5,58,100,46,8,1294,805,368,0,3,7718,3040,30,1537,0,0,0,2,3075,31,227,1,2,12,77012,0,130,2069,0,1,0,139,0,1143,381,13,5490,9195,422,707,0,3,0,3,168,34,1,0,0,1,3,0,0,0,0,0,0,0,0,139,1,4,0,0,0,0,0,0,0
Azure-Samples/azure-cosmos-java-sql-api-end-to-end-sample,5,749,749,158,0,32,0,1,24,5,5,1,4,1,33,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,749,0,0,0,0,0,3277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft/vscode-npm-scripts,220,2338,82,22668,14677,103,67,2,39,2,8,16,11,4,107,66,54,0,2,325,162,57,26,0,0,0,2,306,35,544,0,1,8,944,0,15,2337,0,2,2,190,0,3366,57,7,14,13,2,1,0,0,0,1,491,24,1,0,0,1,2,0,0,0,0,0,0,0,0,190,1,3,0,0,0,0,0,0,0
microsoft/adfsToolbox,101,1665,949,27316,9078,270,90,4,107,2,7,12,6,4,340,204,24,0,1,35,79,14,31,0,0,0,0,518,45,470,0,1,21,402,0,2,1440,0,1,0,97,0,4699,26,1,3,3,3,3,0,0,0,1,129,16,1,0,0,1,1,14,14,0,23,5,0,0,0,97,1,2,0,0,0,0,0,0,0
gapacurar/JavaTraining,9,1981,277,5860,2196,651,244,9,32,1,1,1,3,3,1280,15,4,0,1,0,2,0,0,0,0,0,0,0,25,0,0,1,1,19929,0,2,2250,0,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
bassbiteye/cours-devops-e-commerce,130,106,10,714055,267769,5493,2060,24,38,6,27,12,5,1,2163,2051,5,0,1,3,17,6,0,0,0,0,0,7,22,12,0,1,6,25477,0,47,131,0,4,0,4,0,0,5,6,120236,31054,20039,5175,0,0,0,19,0,26,73,0,0,1,3,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
Azure-Samples/storage-blobs-go-quickstart,25,1564,103,1340,514,54,21,2,32,3,7,6,2,1,54,11,19,0,1,8,6,3,0,0,0,0,1,99,43,986,0,1,1,29,0,1,1564,0,1,0,20,0,3245,19,1,35,5,35,5,0,1,0,1,1280,18,1,0,0,1,1,1,1,334,0,56,1,334,7884,20,1,1,0,0,0,0,0,0,0
Azure/terraform-azurerm-encryptedmanageddisk,4,1593,1593,296,0,74,0,2,15,4,4,3,1,1,74,0,12,0,1,1,1,1,2,2,0,0,1,33,56,897,0,1,1,5,0,1,1593,0,1,0,4,0,3628,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15,0,0,0,4,1,1,0,0,0,0,0,0,0
KumarRobotics/jps3d,41,1616,1126,58917,15259,1437,372,39,29,2,7,3,12,6,1596,465,73,0,2,7,11,4,0,0,0,0,0,158,33,250,0,1,1,1959,0,2,1912,0,2,0,181,75,6415,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,1,4,0,0,0,0,0,0,0
Azure-Samples/node-todo,5,1880,1676,853307,53,170661,11,79,42,1,2,0,0,0,0,0,16,0,1,0,1,1,0,0,0,0,0,0,28,521,0,1,1,8172,0,1,1802,0,5,0,3,0,1161,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
LuisGabrielMelo/notihoylaravel,14,437,356,111424,34858,7959,2490,12,49,2,4,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,33,148,0,1,1,30892,0,7,437,1,5,0,0,0,3780,1,1,22495,11260,22495,11260,0,0,0,7,96,18,201,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.003686342592593,0.001302083333333,0.002384259259259,0,2,0
siteminder-au/angular-ckeditor,48,2910,2415,1155,400,24,8,2,54,3,8,5,6,2,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,2323,0,1,0,0,0,2960,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chavesufba/chavesufba,99,2094,2019,872097,285152,8809,2880,22,41,5,30,11,6,2,7897,3728,5,0,3,4,33,4,3,0,0,0,0,175,23,59,0,2,5,70583,0,46,2094,0,6,0,1,0,257,5,4,269062,404,67265,101,0,0,0,9,42,23,289,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
microsoft/BotFramework-Composer-Nightlies,6,711,711,93,2,16,0,1,25,6,6,2,3,1,15,0,8,0,3,2,4,4,0,0,0,0,0,242,63,1350,0,1,1,4,0,1,711,0,0,0,10,0,1268,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,403,56698,119,6,5,23,105935275,10,1,1,0,0,0,0,0,0,0
MicrosoftDocs/intellicode.ja-jp,6,810,810,847,0,141,0,1,24,6,6,1,5,1,99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,810,0,0,0,2,0,2100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
Azure-Samples/netappfiles-dotnetcore-sdk-sample,53,990,174,2964,270,56,5,2,34,2,8,0,0,0,0,0,2,0,1,1,3,0,0,0,0,0,0,294,23,990,0,1,1,480,0,2,990,0,1,0,1,0,15312,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,412,0,41,1,24,438363,1,1,1,0,0,0,0,0,0,0
DHS-CP/1.1.4_WeatherConditionals_NehaHarpanhalli,6,1672,1670,38,7,6,1,1,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1672,0,1,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pytorch/tutorials,1769,2019,6,338099,155498,191,88,3,112,3,32,99,9,4,172,80,3158,1,19,3582,1878,200,801,0,0,0,1,345,40,445,0,1,21,2294999,0,55,2019,1,11,0,5925,804,2936,3272,41,5890,517,143,12,0,3,1,5,271,42,3,0,0,1,2,0,0,0,0,0,0,0,0,5925,3,110,2,0.025104166666667,0.021678240740741,0.003425925925926,0,1,0
Azure/azure-documentdb-changefeedprocessor-java,231,1656,1115,32685,15330,141,66,6,38,7,52,12,14,2,123,91,17,0,1,38,67,16,1,0,0,0,0,138,36,238,0,2,17,1415,0,6,1656,0,1,0,8,0,4592,17,3,9,9,3,3,0,0,0,1,2007,20,1,0,0,1,2,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0
JNU-econovation/2020-1-I-Am-Ground,32,689,607,1639,75,51,2,1,31,2,5,8,2,1,31,2,0,0,0,44,32,3,57,1,0,0,1,76,20,28,0,2,12,111,0,29,689,0,0,0,5,0,3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0
microsoftgraph/ios-swift-connect-sample,68,2144,756,78104,37727,1149,555,16,35,2,7,9,4,2,94,23,17,0,2,36,22,0,8,0,0,0,1,318,34,283,0,1,2,464,0,3,2150,0,5,0,14,0,9030,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,330,0,63,1,330,89802,14,1,1,0,0,0,0,0,0,0
acevalloUTC/practica1,12,1985,1985,0,0,0,0,2,23,12,12,0,0,0,0,0,0,0,0,1,14,10,0,0,0,0,0,14,9,8,0,4,11,70,0,33,1985,0,0,0,0,0,0,0,10,18,0,1,0,0,0,0,4,4,7,3,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
puppetlabs/puppetlabs-python_task_helper,42,1264,277,2121,152,51,4,3,127,3,8,7,3,1,54,8,7,0,3,10,19,0,0,0,0,0,0,86,33,132,0,1,4,52,0,2,1264,1,2,0,4,0,3087,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
tjstalcup/lunch-and-learn-agile,95,1341,1110,564,396,6,4,1,42,5,11,0,0,0,0,0,1,0,1,6,49,1,0,0,0,0,0,27,21,27,0,2,5,52,0,7,1341,0,2,0,0,43,0,1,1,11,0,11,0,0,0,0,3,0,18,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
